Id_leki,Id_producenci,Nazwa,Cena
2415,267,Aminodral,79
2416,480,Epiduo,76
2417,699,Avamys,135
2418,368,Buderhin,62
2419,930,Tritace,128
2420,524,Polopiryna,25
2421,820,Mucofluid,115
2422,319,DicloDuo,33
2423,55,Roswera,82
2424,519,Apap Extra,106
2425,199,DicloDuo,43
2426,389,Buprenorfina,59
2427,628,Epiduo,35
2428,203,Roswera,27
2429,847,Nolicin,49
2430,547,Aprofen,113
2431,897,Otrivin,149
2432,872,Roswera,64
2433,126,Aprofen,123
2434,472,Roswera,57
2435,674,Espumisan,112
2436,793,Otrivin,64
2437,424,Acidolac,111
2438,22,Acidolac,33
2439,406,Algomed,102
2440,974,Diprophos,30
2441,891,Ecomer,141
2442,605,Altacet,104
2443,941,Aprofen,44
2444,982,Berodual,81
2445,20,Roswera,21
2446,642,DicloDuo,73
2447,190,Aprofen,103
2448,347,Otrivin,38
2449,584,DicloDuo,72
2450,567,Berodual,144
2451,435,Epiduo,98
2452,580,Diprophos,96
2453,325,Ecomer,88
2454,450,Tarproxen,140
2455,667,Roswera,110
2456,527,Avamys,51
2457,181,Nolicin,46
2458,47,Avamys,136
2459,868,Apap Extra,134
2460,956,Ecomer,43
2461,400,Altacet,87
2462,244,Aprofen,34
2463,788,Tritace,46
2464,840,Otrivin,20
2465,929,Ecomer,150
2466,742,Polopiryna,50
2467,316,Aprofen,77
2468,648,Ecomer,54
2469,907,Diprophos,76
2470,426,Tritace,129
2471,572,Ecomer,116
2472,507,DicloDuo,105
2473,26,Nolicin,57
2474,6,Diprophos,57
2475,626,Altacet,127
2476,511,Espumisan,137
2477,331,Avamys,86
2478,507,Algomed,83
2479,564,Ecomer,127
2480,245,Tritace,47
2481,375,Espumisan,30
2482,224,Aprofen,75
2483,77,Avamys,92
2484,493,Otrivin,50
2485,466,Epiduo,43
2486,817,Tritace,117
2487,927,Nolicin,111
2488,13,Altacet,136
2489,996,Altacet,125
2490,399,Epiduo,117
2491,805,Algomed,65
2492,286,Altacet,106
2493,484,Ecomer,125
2494,591,Espumisan,72
2495,375,Otrivin,89
2496,932,Roswera,134
2497,319,Buprenorfina,137
2498,446,Ecomer,125
2499,463,Tarproxen,79
2500,941,Epiduo,130
2501,112,Nolicin,74
2502,189,Epiduo,138
2503,322,Prostaforce,105
2504,743,Prostaforce,125
2505,525,Tarproxen,72
2506,605,Buprenorfina,120
2507,376,Espumisan,124
2508,357,Nolicin,79
2509,216,Algomed,102
2510,281,Aprofen,145
2511,655,Altacet,75
2512,238,Apap Extra,64
2513,533,Acidolac,38
2514,825,Aminodral,82
2515,606,DicloDuo,147
2516,628,Buprenorfina,89
2517,447,Espumisan,140
2518,899,Nolicin,133
2519,791,Aprofen,32
2520,461,Buderhin,145
2521,762,Aminodral,92
2522,501,Acidolac,143
2523,617,Algomed,150
2524,680,Berodual,112
2525,426,Prostaforce,112
2526,195,Otrivin,147
2527,312,Diprophos,36
2528,927,Avamys,90
2529,74,Aprofen,137
2530,162,Algomed,134
2531,333,Diprophos,109
2532,5,Ecomer,101
2533,455,Aprofen,126
2534,909,Berodual,37
2535,581,Buprenorfina,40
2536,488,Roswera,60
2537,90,Tarproxen,35
2538,639,Otrivin,130
2539,992,Buprenorfina,137
2540,639,Ecomer,74
2541,451,Prostaforce,125
2542,737,Aprofen,71
2543,753,Espumisan,115
2544,672,Acidolac,143
2545,421,Apap Extra,125
2546,630,Avamys,38
2547,901,Altacet,139
2548,465,Espumisan,21
2549,443,Altacet,49
2550,215,Berodual,99
2551,434,Apap Extra,98
2552,352,Altacet,119
2553,527,Ecomer,52
2554,404,DicloDuo,106
2555,473,Acatar Zatoki,85
2556,920,Epiduo,105
2557,457,Altacet,21
2558,899,Aminodral,64
2559,902,DicloDuo,149
2560,722,Polopiryna,122
2561,811,Aprofen,88
2562,477,Acidolac,45
2563,230,Espumisan,104
2564,13,Espumisan,80
2565,301,Apap Extra,147
2566,487,Altacet,23
2567,394,Tritace,71
2568,742,Buderhin,49
2569,169,Otrivin,119
2570,491,Altacet,138
2571,685,Nolicin,94
2572,589,Polopiryna,99
2573,506,Prostaforce,140
2574,312,Otrivin,86
2575,775,DicloDuo,38
2576,874,Mucofluid,94
2577,924,Prostaforce,68
2578,347,Buprenorfina,21
2579,275,Aminodral,27
2580,962,Espumisan,85
2581,426,Algomed,25
2582,104,Nolicin,71
2583,616,Aprofen,130
2584,878,Algomed,30
2585,525,Apap Extra,126
2586,676,Otrivin,101
2587,793,Mucofluid,109
2588,535,Diprophos,92
2589,10,Aminodral,131
2590,587,Tritace,38
2591,663,Roswera,129
2592,531,Ecomer,83
2593,619,Espumisan,66
2594,724,Algomed,128
2595,41,Altacet,39
2596,600,Algomed,42
2597,702,Acidolac,45
2598,740,Berodual,121
2599,35,Algomed,66
2600,371,Buprenorfina,22
2601,75,Buprenorfina,100
2602,368,Nolicin,130
2603,449,Avamys,31
2604,560,Buderhin,56
2605,48,Tarproxen,70
2606,360,Avamys,134
2607,999,Acatar Zatoki,116
2608,290,DicloDuo,53
2609,546,Altacet,41
2610,574,Aminodral,27
2611,518,Altacet,29
2612,172,DicloDuo,54
2613,908,Roswera,84
2614,710,Mucofluid,30
2615,145,Algomed,58
2616,276,Acatar Zatoki,76
2617,742,DicloDuo,29
2618,755,Berodual,107
2619,921,Aminodral,149
2620,442,Berodual,74
2621,618,Altacet,116
2622,302,Avamys,107
2623,237,Buprenorfina,137
2624,984,Nolicin,133
2625,342,Tritace,94
2626,369,Apap Extra,111
2627,494,Buprenorfina,30
2628,749,Polopiryna,110
2629,196,Altacet,34
2630,262,Roswera,127
2631,486,Otrivin,48
2632,733,Aprofen,80
2633,9,Ecomer,33
2634,159,Apap Extra,134
2635,344,DicloDuo,103
2636,635,Espumisan,145
2637,974,Buprenorfina,93
2638,636,Prostaforce,54
2639,487,Otrivin,123
2640,489,Ecomer,150
2641,740,Polopiryna,72
2642,681,Diprophos,94
2643,43,Avamys,47
2644,125,Prostaforce,83
2645,750,Polopiryna,56
2646,491,Aprofen,49
2647,807,DicloDuo,39
2648,935,Altacet,116
2649,658,Epiduo,92
2650,176,Tritace,47
2651,783,Tritace,139
2652,200,Epiduo,108
2653,907,Diprophos,106
2654,713,Nolicin,132
2655,762,Espumisan,127
2656,293,Espumisan,108
2657,959,Mucofluid,95
2658,124,Berodual,69
2659,59,Acatar Zatoki,147
2660,850,Aprofen,21
2661,12,Buderhin,144
2662,381,Prostaforce,33
2663,733,Acatar Zatoki,83
2664,254,Tritace,81
2665,367,Altacet,49
2666,760,Buprenorfina,77
2667,785,Espumisan,102
2668,402,Avamys,146
2669,366,Polopiryna,138
2670,731,Nolicin,36
2671,709,Avamys,122
2672,561,Epiduo,99
2673,604,Nolicin,26
2674,962,Avamys,52
2675,209,DicloDuo,50
2676,369,Nolicin,39
2677,716,Avamys,91
2678,184,Tarproxen,142
2679,941,Tarproxen,32
2680,870,Aprofen,29
2681,262,Tritace,132
2682,974,Ecomer,70
2683,217,Buprenorfina,49
2684,9,Acatar Zatoki,69
2685,156,Buderhin,100
2686,935,Acatar Zatoki,39
2687,565,Algomed,68
2688,690,Epiduo,80
2689,238,Prostaforce,100
2690,481,Roswera,141
2691,31,Roswera,145
2692,646,Acatar Zatoki,49
2693,182,Aprofen,79
2694,357,Tarproxen,35
2695,517,Apap Extra,47
2696,151,Polopiryna,116
2697,2,Altacet,36
2698,977,Epiduo,21
2699,846,Buprenorfina,98
2700,515,Mucofluid,74
2701,601,Diprophos,150
2702,724,Epiduo,105
2703,262,Otrivin,103
2704,966,Avamys,34
2705,892,Algomed,137
2706,238,Mucofluid,53
2707,139,Tritace,102
2708,139,Berodual,135
2709,974,Otrivin,34
2710,555,Nolicin,120
2711,198,Nolicin,105
2712,275,Roswera,42
2713,794,Nolicin,101
2714,496,Tritace,53
2715,65,Ecomer,116
2716,541,Tarproxen,140
2717,505,Ecomer,93
2718,758,Espumisan,145
2719,768,Espumisan,62
2720,180,Prostaforce,76
2721,984,Algomed,95
2722,204,Roswera,63
2723,37,Aminodral,88
2724,753,Algomed,143
2725,293,Diprophos,76
2726,998,Acatar Zatoki,59
2727,422,Diprophos,96
2728,385,Berodual,27
2729,910,Acidolac,141
2730,473,Buprenorfina,75
2731,248,Buprenorfina,145
2732,508,Otrivin,59
2733,634,Mucofluid,52
2734,439,DicloDuo,109
2735,274,Altacet,70
2736,581,Prostaforce,115
2737,20,Apap Extra,95
2738,111,Tarproxen,117
2739,676,Mucofluid,132
2740,695,Mucofluid,77
2741,961,Acidolac,110
2742,919,Apap Extra,81
2743,338,Tritace,97
2744,201,Polopiryna,38
2745,61,Buderhin,96
2746,701,Buderhin,76
2747,215,Algomed,91
2748,532,Apap Extra,21
2749,452,Ecomer,126
2750,870,Acatar Zatoki,68
2751,924,Prostaforce,99
2752,36,Aminodral,44
2753,444,Avamys,134
2754,557,Roswera,100
2755,384,Algomed,118
2756,888,Ecomer,121
2757,944,Acatar Zatoki,72
2758,991,Ecomer,118
2759,608,Otrivin,115
2760,5,DicloDuo,86
2761,673,Buderhin,78
2762,944,Nolicin,59
2763,693,Mucofluid,79
2764,917,Buderhin,113
2765,362,Algomed,59
2766,850,Epiduo,143
2767,136,Otrivin,33
2768,519,Buprenorfina,57
2769,938,Ecomer,141
2770,195,Acidolac,43
2771,986,Aprofen,87
2772,657,Berodual,90
2773,270,Tritace,131
2774,731,Berodual,21
2775,49,Mucofluid,68
2776,968,Mucofluid,21
2777,808,Aprofen,48
2778,764,Altacet,62
2779,9,Otrivin,150
2780,411,DicloDuo,68
2781,704,DicloDuo,126
2782,259,Tarproxen,50
2783,987,Diprophos,72
2784,353,DicloDuo,45
2785,9,Acidolac,53
2786,9,Apap Extra,140
2787,58,Mucofluid,27
2788,216,Acidolac,98
2789,856,DicloDuo,125
2790,13,DicloDuo,70
2791,435,Tarproxen,23
2792,746,Espumisan,79
2793,939,Acatar Zatoki,109
2794,633,Diprophos,22
2795,832,Polopiryna,145
2796,208,Aprofen,132
2797,948,Buderhin,139
2798,392,Roswera,49
2799,454,Aprofen,77
2800,379,Buprenorfina,144
2801,139,Aminodral,87
2802,420,Buderhin,98
2803,209,Tritace,85
2804,662,Apap Extra,149
2805,315,Prostaforce,137
2806,98,Avamys,87
2807,121,Aminodral,74
2808,547,Espumisan,100
2809,68,Aprofen,147
2810,50,Altacet,98
2811,857,Mucofluid,126
2812,862,Ecomer,27
2813,900,Acatar Zatoki,114
2814,705,Altacet,90
2815,905,Aprofen,102
2816,668,Diprophos,32
2817,532,Aprofen,88
2818,993,Aprofen,30
2819,836,DicloDuo,145
2820,538,Aprofen,143
2821,249,Mucofluid,101
2822,729,Prostaforce,56
2823,465,Otrivin,75
2824,719,Buderhin,149
2825,957,Avamys,42
2826,39,Buprenorfina,72
2827,376,Ecomer,44
2828,451,Espumisan,114
2829,515,Polopiryna,34
2830,329,Otrivin,116
2831,328,Espumisan,49
2832,285,Nolicin,91
2833,854,Prostaforce,119
2834,192,Altacet,128
2835,909,Epiduo,48
2836,781,Avamys,34
2837,720,Buderhin,28
2838,609,Berodual,47
2839,98,Aminodral,130
2840,661,Buderhin,135
2841,371,Roswera,120
2842,310,Buprenorfina,127
2843,140,Apap Extra,32
2844,323,Acatar Zatoki,57
2845,492,Espumisan,76
2846,225,Ecomer,76
2847,982,Diprophos,123
2848,756,Mucofluid,110
2849,160,Mucofluid,26
2850,204,Berodual,128
2851,36,Roswera,145
2852,430,Tritace,91
2853,926,Buderhin,74
2854,737,Ecomer,126
2855,225,Aminodral,117
2856,969,Acatar Zatoki,102
2857,219,Diprophos,57
2858,713,Acatar Zatoki,20
2859,398,Apap Extra,124
2860,822,Prostaforce,35
2861,328,Aprofen,130
2862,69,Ecomer,118
2863,329,Buderhin,58
2864,552,Diprophos,32
2865,530,Nolicin,74
2866,738,Polopiryna,138
2867,345,Avamys,44
2868,238,Altacet,33
2869,480,Algomed,32
2870,166,Nolicin,46
2871,143,Avamys,132
2872,11,Tarproxen,55
2873,775,Buprenorfina,85
2874,243,Acidolac,139
2875,857,Ecomer,134
2876,960,Acatar Zatoki,55
2877,733,Tarproxen,26
2878,798,Buprenorfina,91
2879,821,Buderhin,75
2880,728,Algomed,51
2881,192,Epiduo,41
2882,830,Buderhin,70
2883,464,Acatar Zatoki,123
2884,652,Diprophos,69
2885,423,Roswera,112
2886,342,Acidolac,101
2887,190,Aprofen,46
2888,759,Mucofluid,52
2889,400,Berodual,133
2890,944,Mucofluid,42
2891,553,Acidolac,103
2892,122,Buprenorfina,36
2893,808,Espumisan,44
2894,554,Nolicin,115
2895,902,Diprophos,93
2896,955,Algomed,78
2897,363,Roswera,39
2898,136,Berodual,33
2899,762,Roswera,136
2900,73,DicloDuo,78
2901,703,Epiduo,82
2902,264,Polopiryna,61
2903,284,Prostaforce,146
2904,241,Apap Extra,69
2905,73,Diprophos,97
2906,578,Aminodral,44
2907,386,Buderhin,69
2908,991,Otrivin,84
2909,568,Prostaforce,113
2910,196,Acatar Zatoki,94
2911,620,Diprophos,124
2912,733,Berodual,126
2913,139,Avamys,71
2914,861,Acidolac,136
2915,614,Buprenorfina,52
2916,783,Apap Extra,115
2917,165,Roswera,63
2918,918,Aprofen,64
2919,693,Algomed,106
2920,80,Mucofluid,116
2921,870,Apap Extra,87
2922,108,Mucofluid,87
2923,850,Aprofen,97
2924,298,Epiduo,59
2925,54,DicloDuo,34
2926,865,Otrivin,80
2927,138,Prostaforce,77
2928,944,Tarproxen,59
2929,141,Epiduo,40
2930,234,Otrivin,63
2931,692,Tritace,109
2932,305,Polopiryna,130
2933,793,Nolicin,45
2934,204,Nolicin,97
2935,728,Aminodral,113
2936,906,Apap Extra,46
2937,493,DicloDuo,134
2938,931,Diprophos,134
2939,406,Aprofen,68
2940,136,Espumisan,126
2941,444,Tritace,79
2942,513,Otrivin,80
2943,417,Diprophos,114
2944,134,Berodual,42
2945,129,Mucofluid,110
2946,375,Prostaforce,99
2947,889,Roswera,58
2948,897,Polopiryna,124
2949,412,Buprenorfina,67
2950,469,Berodual,147
2951,581,Prostaforce,108
2952,957,DicloDuo,83
2953,488,Avamys,144
2954,950,Berodual,59
2955,15,Ecomer,29
2956,669,Aminodral,141
2957,231,Berodual,150
2958,1000,Buprenorfina,101
2959,208,Espumisan,143
2960,195,Polopiryna,48
2961,970,Polopiryna,96
2962,304,Avamys,108
2963,2,Aminodral,50
2964,794,Aprofen,137
2965,225,Mucofluid,43
2966,623,Tarproxen,143
2967,902,Buderhin,120
2968,295,Buprenorfina,50
2969,678,Diprophos,93
2970,149,Aprofen,132
2971,559,Berodual,133
2972,955,Diprophos,40
2973,629,Polopiryna,29
2974,839,Epiduo,71
2975,998,Tritace,134
2976,725,Berodual,118
2977,337,Aminodral,44
2978,849,Acatar Zatoki,148
2979,419,Epiduo,113
2980,550,Acatar Zatoki,117
2981,923,Otrivin,137
2982,315,DicloDuo,121
2983,754,Polopiryna,131
2984,740,Mucofluid,84
2985,437,Apap Extra,144
2986,212,Ecomer,150
2987,585,Avamys,93
2988,300,Berodual,114
2989,254,Mucofluid,65
2990,15,Tarproxen,134
2991,453,Buderhin,139
2992,74,Berodual,80
2993,712,Buderhin,118
2994,585,Mucofluid,98
2995,515,Otrivin,99
2996,298,Diprophos,78
2997,889,Mucofluid,54
2998,218,Acatar Zatoki,45
2999,988,Aminodral,76
3000,613,Acatar Zatoki,124
3001,613,Polopiryna,120
3002,183,Nolicin,99
3003,328,Epiduo,137
3004,205,Algomed,116
3005,689,Roswera,150
3006,918,Otrivin,20
3007,554,Algomed,125
3008,721,Avamys,142
3009,741,Aprofen,115
3010,413,Espumisan,129
3011,385,Acatar Zatoki,80
3012,547,Buprenorfina,83
3013,407,Tritace,55
3014,997,DicloDuo,96
3015,929,Tritace,110
3016,69,Nolicin,109
3017,326,DicloDuo,149
3018,907,Mucofluid,28
3019,800,Ecomer,146
3020,266,DicloDuo,94
3021,59,Avamys,58
3022,11,Avamys,121
3023,407,Epiduo,108
3024,67,Tritace,112
3025,217,Buprenorfina,56
3026,931,Espumisan,53
3027,59,Buprenorfina,118
3028,523,Altacet,133
3029,181,Algomed,68
3030,958,Ecomer,108
3031,293,Avamys,83
3032,672,Mucofluid,125
3033,367,Polopiryna,134
3034,974,Otrivin,95
3035,778,Prostaforce,143
3036,402,DicloDuo,60
3037,725,Acidolac,131
3038,770,Acatar Zatoki,88
3039,97,Acatar Zatoki,106
3040,509,Berodual,73
3041,475,Otrivin,101
3042,758,Mucofluid,59
3043,119,Tritace,148
3044,73,Nolicin,129
3045,325,Tarproxen,120
3046,849,Tritace,129
3047,597,Mucofluid,56
3048,906,Tarproxen,121
3049,705,Roswera,149
3050,593,Diprophos,132
3051,675,Epiduo,59
3052,127,Nolicin,108
3053,256,Epiduo,76
3054,674,Buprenorfina,26
3055,689,Roswera,105
3056,863,Berodual,64
3057,417,Roswera,56
3058,361,DicloDuo,35
3059,909,Aprofen,89
3060,537,Berodual,114
3061,926,Tritace,113
3062,929,Nolicin,125
3063,61,Mucofluid,120
3064,696,Nolicin,24
3065,469,Diprophos,25
3066,58,Diprophos,25
3067,552,Otrivin,54
3068,964,Prostaforce,36
3069,686,Aprofen,33
3070,283,Algomed,64
3071,765,Nolicin,73
3072,180,Aminodral,28
3073,797,Avamys,83
3074,236,Berodual,63
3075,42,Altacet,141
3076,715,Algomed,120
3077,567,Avamys,49
3078,344,Avamys,39
3079,380,Apap Extra,105
3080,713,Polopiryna,45
3081,409,Apap Extra,136
3082,572,Epiduo,80
3083,487,Epiduo,113
3084,287,Aprofen,58
3085,99,Acatar Zatoki,70
3086,909,Ecomer,35
3087,506,Prostaforce,27
3088,719,Algomed,143
3089,96,Espumisan,77
3090,424,Epiduo,82
3091,18,Buprenorfina,23
3092,441,Apap Extra,41
3093,65,DicloDuo,29
3094,214,Buprenorfina,56
3095,485,Avamys,115
3096,107,Ecomer,35
3097,120,DicloDuo,124
3098,530,Avamys,138
3099,108,Altacet,92
3100,637,Altacet,42
3101,906,Polopiryna,45
3102,378,Mucofluid,130
3103,476,Espumisan,130
3104,48,Apap Extra,66
3105,581,Ecomer,136
3106,343,Berodual,126
3107,906,Roswera,95
3108,163,Otrivin,108
3109,29,Nolicin,123
3110,959,Acatar Zatoki,109
3111,888,Tarproxen,40
3112,239,Apap Extra,85
3113,264,Acidolac,65
3114,303,Epiduo,133
3115,754,Nolicin,90
3116,337,Tritace,66
3117,580,Ecomer,60
3118,982,Aprofen,119
3119,187,Polopiryna,132
3120,235,Polopiryna,72
3121,635,Buprenorfina,129
3122,429,Aminodral,130
3123,986,Espumisan,131
3124,404,Diprophos,69
3125,787,Epiduo,148
3126,798,Aminodral,61
3127,154,Buderhin,84
3128,643,Apap Extra,55
3129,651,Algomed,22
3130,105,DicloDuo,108
3131,874,Polopiryna,91
3132,899,Tarproxen,48
3133,866,Diprophos,131
3134,597,Avamys,38
3135,959,Prostaforce,89
3136,213,Buprenorfina,148
3137,119,Polopiryna,46
3138,90,Acidolac,54
3139,878,DicloDuo,112
3140,766,Altacet,52
3141,23,Berodual,139
3142,172,Algomed,54
3143,67,Nolicin,124
3144,737,Tritace,51
3145,748,Otrivin,24
3146,985,Prostaforce,26
3147,320,Espumisan,89
3148,342,Aprofen,48
3149,168,Algomed,78
3150,658,Aminodral,50
3151,806,Nolicin,82
3152,95,Algomed,126
3153,834,Buderhin,56
3154,371,Polopiryna,21
3155,21,Aprofen,106
3156,803,Tarproxen,102
3157,895,Buprenorfina,147
3158,953,Espumisan,146
3159,969,Mucofluid,89
3160,834,Roswera,86
3161,242,Acatar Zatoki,76
3162,177,Acatar Zatoki,63
3163,358,Nolicin,132
3164,55,Aminodral,76
3165,865,Apap Extra,54
3166,116,Aprofen,84
3167,377,Mucofluid,113
3168,212,Polopiryna,31
3169,522,Prostaforce,121
3170,64,Mucofluid,149
3171,830,Altacet,77
3172,350,DicloDuo,23
3173,397,Epiduo,39
3174,138,DicloDuo,55
3175,393,Tritace,27
3176,975,DicloDuo,73
3177,507,Aprofen,104
3178,432,Polopiryna,40
3179,323,DicloDuo,55
3180,923,Berodual,76
3181,801,Roswera,135
3182,506,Diprophos,132
3183,687,Otrivin,100
3184,28,Apap Extra,68
3185,678,Berodual,51
3186,924,Acidolac,148
3187,529,Berodual,27
3188,425,Aminodral,63
3189,391,Mucofluid,42
3190,543,Acidolac,40
3191,792,Epiduo,97
3192,131,Nolicin,139
3193,538,Mucofluid,104
3194,646,Avamys,51
3195,161,Tritace,133
3196,557,Tarproxen,127
3197,446,Aprofen,141
3198,155,Epiduo,99
3199,475,DicloDuo,108
3200,5,Tritace,135
3201,362,Mucofluid,139
3202,289,Tarproxen,123
3203,647,Aminodral,118
3204,988,Aminodral,93
3205,542,Buprenorfina,22
3206,425,DicloDuo,124
3207,243,Altacet,133
3208,658,Apap Extra,144
3209,585,Prostaforce,20
3210,581,Acatar Zatoki,108
3211,955,Roswera,32
3212,246,Prostaforce,111
3213,363,Avamys,54
3214,872,Acidolac,61
3215,865,Aprofen,111
3216,717,Altacet,31
3217,951,Mucofluid,39
3218,879,Roswera,119
3219,79,Nolicin,85
3220,190,Tritace,23
3221,664,Aminodral,84
3222,933,Avamys,38
3223,567,Aprofen,91
3224,608,Apap Extra,68
3225,1,Prostaforce,98
3226,217,Otrivin,136
3227,385,Berodual,132
3228,540,Altacet,109
3229,572,Aminodral,149
3230,452,Nolicin,47
3231,412,Berodual,128
3232,79,Berodual,76
3233,12,Mucofluid,42
3234,354,Nolicin,150
3235,666,Acatar Zatoki,127
3236,498,Tarproxen,97
3237,758,Aminodral,146
3238,939,Acatar Zatoki,124
3239,273,Mucofluid,40
3240,237,Polopiryna,124
3241,313,Otrivin,140
3242,849,DicloDuo,127
3243,728,Mucofluid,85
3244,105,Apap Extra,74
3245,573,Prostaforce,79
3246,493,Buprenorfina,94
3247,504,DicloDuo,146
3248,625,Berodual,128
3249,100,Avamys,51
3250,467,Ecomer,142
3251,894,Roswera,88
3252,529,Mucofluid,141
3253,848,Polopiryna,107
3254,992,Aprofen,105
3255,37,Buderhin,107
3256,344,DicloDuo,87
3257,945,Aprofen,142
3258,182,Aprofen,54
3259,858,DicloDuo,69
3260,960,Buderhin,72
3261,813,Tritace,88
3262,117,Roswera,73
3263,28,Algomed,147
3264,539,Epiduo,143
3265,658,Algomed,20
3266,800,Berodual,40
3267,607,Mucofluid,39
3268,772,Mucofluid,102
3269,183,Ecomer,143
3270,288,Algomed,144
3271,20,Tritace,143
3272,726,Tarproxen,36
3273,769,Acatar Zatoki,52
3274,184,Aminodral,82
3275,996,Ecomer,134
3276,354,Tritace,147
3277,766,Nolicin,108
3278,439,Aminodral,121
3279,421,Buderhin,122
3280,206,Apap Extra,128
3281,550,Roswera,55
3282,422,Mucofluid,95
3283,481,Diprophos,27
3284,20,Tarproxen,145
3285,672,Mucofluid,124
3286,181,Buprenorfina,115
3287,951,Aminodral,67
3288,475,Acidolac,123
3289,580,Diprophos,120
3290,238,Diprophos,29
3291,232,Avamys,27
3292,27,Berodual,23
3293,873,Espumisan,54
3294,258,Acatar Zatoki,45
3295,65,Avamys,57
3296,472,Acatar Zatoki,88
3297,595,Buprenorfina,94
3298,48,DicloDuo,40
3299,502,Aminodral,42
3300,998,Espumisan,108
3301,631,Otrivin,129
3302,381,Altacet,145
3303,967,Prostaforce,44
3304,249,Ecomer,150
3305,288,Aminodral,134
3306,89,Acatar Zatoki,106
3307,628,Roswera,122
3308,152,Roswera,150
3309,490,Altacet,145
3310,784,Mucofluid,78
3311,142,Acatar Zatoki,150
3312,134,Acidolac,65
3313,116,Espumisan,22
3314,858,Diprophos,62
3315,803,Avamys,64
3316,503,Prostaforce,67
3317,239,Buprenorfina,78
3318,877,Algomed,108
3319,288,Acidolac,123
3320,61,Nolicin,103
3321,589,Epiduo,144
3322,295,Acatar Zatoki,80
3323,443,Espumisan,131
3324,542,Diprophos,129
3325,256,Polopiryna,131
3326,726,Tarproxen,106
3327,222,DicloDuo,81
3328,180,Apap Extra,137
3329,816,Otrivin,41
3330,761,Algomed,60
3331,96,Algomed,37
3332,247,Tritace,102
3333,224,DicloDuo,87
3334,595,Apap Extra,112
3335,540,Altacet,43
3336,594,DicloDuo,92
3337,190,Roswera,128
3338,27,Tritace,84
3339,385,Avamys,101
3340,262,Otrivin,65
3341,995,Apap Extra,25
3342,752,Apap Extra,85
3343,850,Diprophos,100
3344,286,Altacet,105
3345,841,Altacet,113
3346,889,Mucofluid,129
3347,593,Diprophos,53
3348,316,Mucofluid,51
3349,857,Apap Extra,44
3350,231,Acidolac,143
3351,374,Avamys,91
3352,438,Tarproxen,98
3353,441,Tarproxen,148
3354,411,Buprenorfina,100
3355,134,Espumisan,92
3356,300,Otrivin,60
3357,503,Polopiryna,38
3358,347,Mucofluid,143
3359,921,Prostaforce,79
3360,613,Acidolac,75
3361,657,Otrivin,77
3362,522,Avamys,76
3363,803,Buprenorfina,77
3364,164,Altacet,33
3365,688,Aminodral,88
3366,163,Diprophos,29
3367,760,Algomed,42
3368,684,Acatar Zatoki,137
3369,100,Epiduo,73
3370,910,Prostaforce,26
3371,883,Berodual,117
3372,694,Otrivin,31
3373,987,Epiduo,110
3374,326,Aminodral,136
3375,775,Ecomer,78
3376,626,Altacet,24
3377,729,Aprofen,110
3378,846,DicloDuo,140
3379,635,DicloDuo,22
3380,832,Espumisan,48
3381,739,Tritace,92
3382,909,Nolicin,73
3383,694,Otrivin,67
3384,221,Tritace,74
3385,651,Otrivin,103
3386,254,Ecomer,126
3387,640,Avamys,55
3388,862,Mucofluid,52
3389,75,Mucofluid,124
3390,567,Otrivin,88
3391,416,Mucofluid,138
3392,223,Ecomer,68
3393,933,Nolicin,40
3394,193,Epiduo,88
3395,238,Berodual,56
3396,162,Buderhin,141
3397,76,Avamys,132
3398,944,Tarproxen,21
3399,291,DicloDuo,147
3400,321,Tarproxen,113
3401,160,Prostaforce,70
3402,173,Epiduo,144
3403,49,Ecomer,76
3404,831,Polopiryna,132
3405,87,Diprophos,61
3406,94,Prostaforce,59
3407,238,Otrivin,118
3408,195,Berodual,124
3409,706,Mucofluid,92
3410,440,Acatar Zatoki,135
3411,253,Roswera,126
3412,585,Acatar Zatoki,110
3413,347,Epiduo,61
3414,637,Buprenorfina,41
3415,924,Mucofluid,146
3416,256,Epiduo,126
3417,875,Nolicin,89
3418,104,Avamys,22
3419,363,Prostaforce,79
3420,631,Nolicin,78
3421,683,Otrivin,81
3422,167,Roswera,96
3423,894,Otrivin,52
3424,313,Aminodral,90
3425,692,Tritace,55
3426,879,Acidolac,45
3427,281,Apap Extra,133
3428,432,Tarproxen,88
3429,659,Aminodral,34
3430,858,DicloDuo,27
3431,428,Diprophos,92
3432,977,Diprophos,117
3433,255,Polopiryna,137
3434,302,Otrivin,34
3435,408,Polopiryna,130
3436,838,Otrivin,72
3437,225,DicloDuo,79
3438,613,Algomed,30
3439,455,Buderhin,96
3440,83,Polopiryna,26
3441,446,Acidolac,42
3442,366,Tritace,116
3443,511,Tarproxen,150
3444,569,Tarproxen,133
3445,834,Aminodral,108
3446,279,Aminodral,20
3447,895,Epiduo,119
3448,230,Nolicin,111
3449,91,Altacet,54
3450,510,Ecomer,82
3451,88,Apap Extra,104
3452,83,Espumisan,83
3453,709,Diprophos,75
3454,388,Roswera,85
3455,990,Altacet,122
3456,260,Algomed,75
3457,110,Tarproxen,66
3458,577,Berodual,121
3459,861,Mucofluid,29
3460,994,Tritace,83
3461,696,Tarproxen,122
3462,63,Altacet,115
3463,428,Tritace,42
3464,464,Aprofen,21
3465,668,Tritace,71
3466,416,Epiduo,79
3467,276,Tritace,71
3468,488,Berodual,43
3469,135,Prostaforce,123
