"ID_LEKI","NAZWA"
472,"Apap Extra"
473,"Otrivin"
474,"Otrivin"
475,"Polopiryna"
476,"Berodual"
477,"Ecomer"
478,"Algomed"
479,"Polopiryna"
480,"Nolicin"
481,"Avamys"
482,"Aprofen"
483,"Avamys"
484,"Ecomer"
485,"Tarproxen"
486,"Espumisan"
487,"Altacet"
488,"Acidolac"
489,"Aminodral"
490,"Ecomer"
491,"Algomed"
492,"Berodual"
493,"Espumisan"
494,"Nolicin"
495,"Altacet"
496,"Espumisan"
497,"Buprenorfina"
498,"Aminodral"
499,"Aprofen"
500,"Prostaforce"
501,"Acatar Zatoki"
502,"Prostaforce"
503,"Mucofluid"
504,"Avamys"
505,"DicloDuo"
506,"Mucofluid"
507,"Apap Extra"
508,"Buderhin"
509,"Tarproxen"
510,"Espumisan"
511,"Diprophos"
512,"Buprenorfina"
513,"Tarproxen"
514,"Espumisan"
515,"Diprophos"
516,"Acidolac"
517,"Altacet"
518,"Buprenorfina"
519,"Buprenorfina"
520,"Nolicin"
521,"Epiduo"
522,"Roswera"
523,"Polopiryna"
524,"Polopiryna"
525,"Algomed"
526,"Aminodral"
527,"Mucofluid"
528,"Aprofen"
529,"Polopiryna"
530,"Altacet"
531,"Algomed"
532,"Acatar Zatoki"
533,"Nolicin"
534,"Nolicin"
535,"Roswera"
536,"Polopiryna"
537,"Tarproxen"
538,"Prostaforce"
539,"Epiduo"
540,"Aminodral"
541,"Diprophos"
542,"Nolicin"
543,"Berodual"
544,"Mucofluid"
545,"Buderhin"
546,"Avamys"
547,"Apap Extra"
548,"Roswera"
549,"Espumisan"
550,"Tarproxen"
551,"Algomed"
552,"Buprenorfina"
553,"Buprenorfina"
554,"Aminodral"
555,"Diprophos"
556,"Epiduo"
557,"Espumisan"
558,"Buprenorfina"
559,"Polopiryna"
560,"Polopiryna"
561,"Tritace"
562,"Altacet"
563,"Polopiryna"
564,"Avamys"
565,"Altacet"
566,"Otrivin"
567,"Aminodral"
568,"Buprenorfina"
569,"Mucofluid"
2558,"Aminodral"
2559,"DicloDuo"
2560,"Polopiryna"
2561,"Aprofen"
2562,"Acidolac"
2563,"Espumisan"
2564,"Espumisan"
2565,"Apap Extra"
2566,"Altacet"
2567,"Tritace"
2568,"Buderhin"
2569,"Otrivin"
2570,"Altacet"
2571,"Nolicin"
2572,"Polopiryna"
2573,"Prostaforce"
2574,"Otrivin"
2575,"DicloDuo"
2576,"Mucofluid"
2577,"Prostaforce"
2578,"Buprenorfina"
2579,"Aminodral"
2580,"Espumisan"
2581,"Algomed"
2582,"Nolicin"
2583,"Aprofen"
2584,"Algomed"
2585,"Apap Extra"
2586,"Otrivin"
2587,"Mucofluid"
2588,"Diprophos"
2589,"Aminodral"
2590,"Tritace"
2591,"Roswera"
2592,"Ecomer"
2593,"Espumisan"
2594,"Algomed"
2595,"Altacet"
2596,"Algomed"
2597,"Acidolac"
2598,"Berodual"
2599,"Algomed"
2600,"Buprenorfina"
2601,"Buprenorfina"
2602,"Nolicin"
2603,"Avamys"
2604,"Buderhin"
2605,"Tarproxen"
2606,"Avamys"
2607,"Acatar Zatoki"
2608,"DicloDuo"
2609,"Altacet"
2610,"Aminodral"
2611,"Altacet"
2612,"DicloDuo"
2613,"Roswera"
2614,"Mucofluid"
2615,"Algomed"
2616,"Acatar Zatoki"
2617,"DicloDuo"
2618,"Berodual"
2619,"Aminodral"
2620,"Berodual"
2621,"Altacet"
2622,"Avamys"
2623,"Buprenorfina"
2624,"Nolicin"
2625,"Tritace"
2626,"Apap Extra"
2627,"Buprenorfina"
2628,"Polopiryna"
2629,"Altacet"
2630,"Roswera"
2631,"Otrivin"
2632,"Aprofen"
2633,"Ecomer"
2634,"Apap Extra"
2635,"DicloDuo"
2636,"Espumisan"
2637,"Buprenorfina"
2638,"Prostaforce"
2639,"Otrivin"
2640,"Ecomer"
2641,"Polopiryna"
2642,"Diprophos"
2643,"Avamys"
2644,"Prostaforce"
2645,"Polopiryna"
2646,"Aprofen"
2647,"DicloDuo"
2648,"Altacet"
2649,"Epiduo"
2650,"Tritace"
2651,"Tritace"
2652,"Epiduo"
2653,"Diprophos"
2654,"Nolicin"
2655,"Espumisan"
2656,"Espumisan"
2657,"Mucofluid"
2658,"Berodual"
2659,"Acatar Zatoki"
2660,"Aprofen"
2661,"Buderhin"
2662,"Prostaforce"
2663,"Acatar Zatoki"
2664,"Tritace"
2665,"Altacet"
2666,"Buprenorfina"
2667,"Espumisan"
2668,"Avamys"
2669,"Polopiryna"
2670,"Nolicin"
2671,"Avamys"
2672,"Epiduo"
2673,"Nolicin"
2674,"Avamys"
2675,"DicloDuo"
2676,"Nolicin"
2677,"Avamys"
2678,"Tarproxen"
2679,"Tarproxen"
2680,"Aprofen"
2681,"Tritace"
2682,"Ecomer"
2683,"Buprenorfina"
2684,"Acatar Zatoki"
2685,"Buderhin"
2686,"Acatar Zatoki"
2687,"Algomed"
2688,"Epiduo"
2689,"Prostaforce"
2690,"Roswera"
2691,"Roswera"
2692,"Acatar Zatoki"
2693,"Aprofen"
2694,"Tarproxen"
2695,"Apap Extra"
2696,"Polopiryna"
2697,"Altacet"
2698,"Epiduo"
2699,"Buprenorfina"
2700,"Mucofluid"
2701,"Diprophos"
2702,"Epiduo"
2703,"Otrivin"
2704,"Avamys"
2705,"Algomed"
2706,"Mucofluid"
2707,"Tritace"
2708,"Berodual"
2709,"Otrivin"
2710,"Nolicin"
2711,"Nolicin"
2712,"Roswera"
2713,"Nolicin"
2714,"Tritace"
2715,"Ecomer"
2716,"Tarproxen"
2717,"Ecomer"
2718,"Espumisan"
2719,"Espumisan"
2720,"Prostaforce"
2721,"Algomed"
2722,"Roswera"
2723,"Aminodral"
2724,"Algomed"
2725,"Diprophos"
2726,"Acatar Zatoki"
2727,"Diprophos"
2728,"Berodual"
2729,"Acidolac"
2730,"Buprenorfina"
2731,"Buprenorfina"
2732,"Otrivin"
2733,"Mucofluid"
2734,"DicloDuo"
2735,"Altacet"
2736,"Prostaforce"
2737,"Apap Extra"
2738,"Tarproxen"
2739,"Mucofluid"
2740,"Mucofluid"
2741,"Acidolac"
2742,"Apap Extra"
2743,"Tritace"
2744,"Polopiryna"
2745,"Buderhin"
2746,"Buderhin"
2747,"Algomed"
2748,"Apap Extra"
2749,"Ecomer"
2750,"Acatar Zatoki"
2751,"Prostaforce"
2752,"Aminodral"
2753,"Avamys"
2754,"Roswera"
2755,"Algomed"
2756,"Ecomer"
2757,"Acatar Zatoki"
2758,"Ecomer"
2759,"Otrivin"
2760,"DicloDuo"
2761,"Buderhin"
2762,"Nolicin"
2763,"Mucofluid"
2764,"Buderhin"
2765,"Algomed"
2766,"Epiduo"
2767,"Otrivin"
2768,"Buprenorfina"
2769,"Ecomer"
2770,"Acidolac"
2771,"Aprofen"
2772,"Berodual"
2773,"Tritace"
2774,"Berodual"
2775,"Mucofluid"
2776,"Mucofluid"
2777,"Aprofen"
2778,"Altacet"
2779,"Otrivin"
2780,"DicloDuo"
2781,"DicloDuo"
2782,"Tarproxen"
2783,"Diprophos"
2784,"DicloDuo"
2785,"Acidolac"
2786,"Apap Extra"
2787,"Mucofluid"
2788,"Acidolac"
2789,"DicloDuo"
2790,"DicloDuo"
2791,"Tarproxen"
2792,"Espumisan"
2793,"Acatar Zatoki"
2794,"Diprophos"
2795,"Polopiryna"
2796,"Aprofen"
2797,"Buderhin"
2798,"Roswera"
2799,"Aprofen"
2800,"Buprenorfina"
2801,"Aminodral"
2802,"Buderhin"
2803,"Tritace"
2804,"Apap Extra"
2805,"Prostaforce"
2806,"Avamys"
2807,"Aminodral"
2808,"Espumisan"
2809,"Aprofen"
2810,"Altacet"
2811,"Mucofluid"
2812,"Ecomer"
2813,"Acatar Zatoki"
2814,"Altacet"
2815,"Aprofen"
2816,"Diprophos"
2817,"Aprofen"
2818,"Aprofen"
2819,"DicloDuo"
2820,"Aprofen"
2821,"Mucofluid"
2822,"Prostaforce"
2823,"Otrivin"
2824,"Buderhin"
2825,"Avamys"
2826,"Buprenorfina"
2827,"Ecomer"
2828,"Espumisan"
2829,"Polopiryna"
2830,"Otrivin"
2831,"Espumisan"
2832,"Nolicin"
2833,"Prostaforce"
2834,"Altacet"
2835,"Epiduo"
2836,"Avamys"
2837,"Buderhin"
2838,"Berodual"
2839,"Aminodral"
2840,"Buderhin"
2841,"Roswera"
2842,"Buprenorfina"
2843,"Apap Extra"
2844,"Acatar Zatoki"
2845,"Espumisan"
2846,"Ecomer"
2847,"Diprophos"
2848,"Mucofluid"
2849,"Mucofluid"
2850,"Berodual"
2851,"Roswera"
2852,"Tritace"
2853,"Buderhin"
2854,"Ecomer"
2855,"Aminodral"
2856,"Acatar Zatoki"
2857,"Diprophos"
2858,"Acatar Zatoki"
2859,"Apap Extra"
2860,"Prostaforce"
2861,"Aprofen"
2862,"Ecomer"
2863,"Buderhin"
2864,"Diprophos"
2865,"Nolicin"
2866,"Polopiryna"
2867,"Avamys"
2868,"Altacet"
2869,"Algomed"
2870,"Nolicin"
2871,"Avamys"
2872,"Tarproxen"
2873,"Buprenorfina"
2874,"Acidolac"
2875,"Ecomer"
2876,"Acatar Zatoki"
2877,"Tarproxen"
2878,"Buprenorfina"
2879,"Buderhin"
2880,"Algomed"
2881,"Epiduo"
2882,"Buderhin"
2883,"Acatar Zatoki"
2884,"Diprophos"
2885,"Roswera"
2886,"Acidolac"
2887,"Aprofen"
2888,"Mucofluid"
2889,"Berodual"
2890,"Mucofluid"
2891,"Acidolac"
2892,"Buprenorfina"
2893,"Espumisan"
2894,"Nolicin"
2895,"Diprophos"
2896,"Algomed"
2897,"Roswera"
2898,"Berodual"
2899,"Roswera"
2900,"DicloDuo"
2901,"Epiduo"
2902,"Polopiryna"
2903,"Prostaforce"
2904,"Apap Extra"
2905,"Diprophos"
2906,"Aminodral"
2907,"Buderhin"
2908,"Otrivin"
2909,"Prostaforce"
2910,"Acatar Zatoki"
2911,"Diprophos"
2912,"Berodual"
2913,"Avamys"
2914,"Acidolac"
2915,"Buprenorfina"
2916,"Apap Extra"
2917,"Roswera"
2918,"Aprofen"
2919,"Algomed"
2920,"Mucofluid"
2921,"Apap Extra"
2922,"Mucofluid"
2923,"Aprofen"
2924,"Epiduo"
2925,"DicloDuo"
2926,"Otrivin"
2927,"Prostaforce"
2928,"Tarproxen"
2929,"Epiduo"
2930,"Otrivin"
2931,"Tritace"
2932,"Polopiryna"
2933,"Nolicin"
2934,"Nolicin"
2935,"Aminodral"
2936,"Apap Extra"
2937,"DicloDuo"
2938,"Diprophos"
2939,"Aprofen"
2940,"Espumisan"
2941,"Tritace"
2942,"Otrivin"
2943,"Diprophos"
2944,"Berodual"
2945,"Mucofluid"
2946,"Prostaforce"
2947,"Roswera"
2948,"Polopiryna"
2949,"Buprenorfina"
2950,"Berodual"
2951,"Prostaforce"
2952,"DicloDuo"
2953,"Avamys"
2954,"Berodual"
2955,"Ecomer"
2956,"Aminodral"
2957,"Berodual"
2958,"Buprenorfina"
2959,"Espumisan"
2960,"Polopiryna"
2961,"Polopiryna"
2962,"Avamys"
2963,"Aminodral"
2964,"Aprofen"
2965,"Mucofluid"
2966,"Tarproxen"
2967,"Buderhin"
2968,"Buprenorfina"
2969,"Diprophos"
2970,"Aprofen"
2971,"Berodual"
2972,"Diprophos"
2973,"Polopiryna"
2974,"Epiduo"
2975,"Tritace"
2976,"Berodual"
2977,"Aminodral"
2978,"Acatar Zatoki"
2979,"Epiduo"
2980,"Acatar Zatoki"
2981,"Otrivin"
2982,"DicloDuo"
2983,"Polopiryna"
2984,"Mucofluid"
2985,"Apap Extra"
2986,"Ecomer"
2987,"Avamys"
2988,"Berodual"
2989,"Mucofluid"
2990,"Tarproxen"
2991,"Buderhin"
2992,"Berodual"
2993,"Buderhin"
2994,"Mucofluid"
2995,"Otrivin"
2996,"Diprophos"
2997,"Mucofluid"
2998,"Acatar Zatoki"
2999,"Aminodral"
3000,"Acatar Zatoki"
3001,"Polopiryna"
3002,"Nolicin"
3003,"Epiduo"
3004,"Algomed"
3005,"Roswera"
3006,"Otrivin"
3007,"Algomed"
3008,"Avamys"
3009,"Aprofen"
3010,"Espumisan"
3011,"Acatar Zatoki"
3012,"Buprenorfina"
3013,"Tritace"
3014,"DicloDuo"
3015,"Tritace"
3016,"Nolicin"
3017,"DicloDuo"
3018,"Mucofluid"
3019,"Ecomer"
3020,"DicloDuo"
3021,"Avamys"
3022,"Avamys"
3023,"Epiduo"
3024,"Tritace"
3025,"Buprenorfina"
3026,"Espumisan"
3027,"Buprenorfina"
3028,"Altacet"
3029,"Algomed"
3030,"Ecomer"
3031,"Avamys"
3032,"Mucofluid"
3033,"Polopiryna"
3034,"Otrivin"
3035,"Prostaforce"
3036,"DicloDuo"
3037,"Acidolac"
3038,"Acatar Zatoki"
3039,"Acatar Zatoki"
3040,"Berodual"
3041,"Otrivin"
3042,"Mucofluid"
3043,"Tritace"
3044,"Nolicin"
3045,"Tarproxen"
3046,"Tritace"
3047,"Mucofluid"
3048,"Tarproxen"
3049,"Roswera"
3050,"Diprophos"
3051,"Epiduo"
3052,"Nolicin"
3053,"Epiduo"
3054,"Buprenorfina"
3055,"Roswera"
3056,"Berodual"
3057,"Roswera"
3058,"DicloDuo"
3059,"Aprofen"
3060,"Berodual"
3061,"Tritace"
3062,"Nolicin"
3063,"Mucofluid"
3064,"Nolicin"
3065,"Diprophos"
3066,"Diprophos"
3067,"Otrivin"
3068,"Prostaforce"
3069,"Aprofen"
3070,"Algomed"
3071,"Nolicin"
3072,"Aminodral"
3073,"Avamys"
3074,"Berodual"
3075,"Altacet"
3076,"Algomed"
3077,"Avamys"
3078,"Avamys"
3079,"Apap Extra"
3080,"Polopiryna"
3081,"Apap Extra"
3082,"Epiduo"
3083,"Epiduo"
3084,"Aprofen"
3085,"Acatar Zatoki"
3086,"Ecomer"
3087,"Prostaforce"
3088,"Algomed"
3089,"Espumisan"
3090,"Epiduo"
3091,"Buprenorfina"
3092,"Apap Extra"
3093,"DicloDuo"
3094,"Buprenorfina"
3095,"Avamys"
3096,"Ecomer"
3097,"DicloDuo"
3098,"Avamys"
3099,"Altacet"
3100,"Altacet"
3101,"Polopiryna"
3102,"Mucofluid"
3103,"Espumisan"
3104,"Apap Extra"
3105,"Ecomer"
3106,"Berodual"
3107,"Roswera"
3108,"Otrivin"
3109,"Nolicin"
3110,"Acatar Zatoki"
3111,"Tarproxen"
3112,"Apap Extra"
3113,"Acidolac"
3114,"Epiduo"
3115,"Nolicin"
3116,"Tritace"
3117,"Ecomer"
3118,"Aprofen"
3119,"Polopiryna"
3120,"Polopiryna"
3121,"Buprenorfina"
3122,"Aminodral"
3123,"Espumisan"
3124,"Diprophos"
3125,"Epiduo"
3126,"Aminodral"
3127,"Buderhin"
3128,"Apap Extra"
3129,"Algomed"
3130,"DicloDuo"
3131,"Polopiryna"
3132,"Tarproxen"
3133,"Diprophos"
3134,"Avamys"
3135,"Prostaforce"
3136,"Buprenorfina"
3137,"Polopiryna"
3138,"Acidolac"
3139,"DicloDuo"
3140,"Altacet"
3141,"Berodual"
3142,"Algomed"
3143,"Nolicin"
3144,"Tritace"
3145,"Otrivin"
3146,"Prostaforce"
3147,"Espumisan"
3148,"Aprofen"
3149,"Algomed"
3150,"Aminodral"
3151,"Nolicin"
3152,"Algomed"
3153,"Buderhin"
3154,"Polopiryna"
3155,"Aprofen"
3156,"Tarproxen"
3157,"Buprenorfina"
3158,"Espumisan"
3159,"Mucofluid"
3160,"Roswera"
3161,"Acatar Zatoki"
3162,"Acatar Zatoki"
3163,"Nolicin"
3164,"Aminodral"
3165,"Apap Extra"
3166,"Aprofen"
3167,"Mucofluid"
3168,"Polopiryna"
3169,"Prostaforce"
3170,"Mucofluid"
3171,"Altacet"
3172,"DicloDuo"
3173,"Epiduo"
3174,"DicloDuo"
3175,"Tritace"
3176,"DicloDuo"
3177,"Aprofen"
3178,"Polopiryna"
3179,"DicloDuo"
3180,"Berodual"
3181,"Roswera"
3182,"Diprophos"
3183,"Otrivin"
3184,"Apap Extra"
3185,"Berodual"
3186,"Acidolac"
3187,"Berodual"
3188,"Aminodral"
3189,"Mucofluid"
3190,"Acidolac"
3191,"Epiduo"
3192,"Nolicin"
3193,"Mucofluid"
3194,"Avamys"
3195,"Tritace"
3196,"Tarproxen"
3197,"Aprofen"
3198,"Epiduo"
3199,"DicloDuo"
3200,"Tritace"
3201,"Mucofluid"
3202,"Tarproxen"
3203,"Aminodral"
3204,"Aminodral"
3205,"Buprenorfina"
3206,"DicloDuo"
3207,"Altacet"
3208,"Apap Extra"
3209,"Prostaforce"
3210,"Acatar Zatoki"
3211,"Roswera"
3212,"Prostaforce"
3213,"Avamys"
3214,"Acidolac"
3215,"Aprofen"
3216,"Altacet"
3217,"Mucofluid"
3218,"Roswera"
3219,"Nolicin"
3220,"Tritace"
3221,"Aminodral"
3222,"Avamys"
3223,"Aprofen"
3224,"Apap Extra"
3225,"Prostaforce"
3226,"Otrivin"
3227,"Berodual"
3228,"Altacet"
3229,"Aminodral"
3230,"Nolicin"
3231,"Berodual"
3232,"Berodual"
3233,"Mucofluid"
3234,"Nolicin"
3235,"Acatar Zatoki"
3236,"Tarproxen"
3237,"Aminodral"
3238,"Acatar Zatoki"
3239,"Mucofluid"
3240,"Polopiryna"
3241,"Otrivin"
3242,"DicloDuo"
3243,"Mucofluid"
3244,"Apap Extra"
3245,"Prostaforce"
3246,"Buprenorfina"
3247,"DicloDuo"
3248,"Berodual"
3249,"Avamys"
3250,"Ecomer"
3251,"Roswera"
3252,"Mucofluid"
3253,"Polopiryna"
3254,"Aprofen"
3255,"Buderhin"
3256,"DicloDuo"
3257,"Aprofen"
3258,"Aprofen"
3259,"DicloDuo"
3260,"Buderhin"
3261,"Tritace"
3262,"Roswera"
3263,"Algomed"
3264,"Epiduo"
3265,"Algomed"
3266,"Berodual"
3267,"Mucofluid"
3268,"Mucofluid"
3269,"Ecomer"
3270,"Algomed"
3271,"Tritace"
3272,"Tarproxen"
3273,"Acatar Zatoki"
3274,"Aminodral"
3275,"Ecomer"
3276,"Tritace"
3277,"Nolicin"
3278,"Aminodral"
3279,"Buderhin"
3280,"Apap Extra"
3281,"Roswera"
3282,"Mucofluid"
3283,"Diprophos"
3284,"Tarproxen"
3285,"Mucofluid"
3286,"Buprenorfina"
3287,"Aminodral"
3288,"Acidolac"
3289,"Diprophos"
3290,"Diprophos"
3291,"Avamys"
3292,"Berodual"
3293,"Espumisan"
3294,"Acatar Zatoki"
3295,"Avamys"
3296,"Acatar Zatoki"
3297,"Buprenorfina"
3298,"DicloDuo"
3299,"Aminodral"
3300,"Espumisan"
3301,"Otrivin"
3302,"Altacet"
3303,"Prostaforce"
3304,"Ecomer"
3305,"Aminodral"
3306,"Acatar Zatoki"
3307,"Roswera"
3308,"Roswera"
3309,"Altacet"
3310,"Mucofluid"
3311,"Acatar Zatoki"
3312,"Acidolac"
3313,"Espumisan"
3314,"Diprophos"
3315,"Avamys"
3316,"Prostaforce"
3317,"Buprenorfina"
3318,"Algomed"
3319,"Acidolac"
3320,"Nolicin"
3321,"Epiduo"
3322,"Acatar Zatoki"
3323,"Espumisan"
3324,"Diprophos"
3325,"Polopiryna"
3326,"Tarproxen"
3327,"DicloDuo"
3328,"Apap Extra"
3329,"Otrivin"
3330,"Algomed"
3331,"Algomed"
3332,"Tritace"
3333,"DicloDuo"
3334,"Apap Extra"
3335,"Altacet"
3336,"DicloDuo"
3337,"Roswera"
3338,"Tritace"
3339,"Avamys"
3340,"Otrivin"
3341,"Apap Extra"
3342,"Apap Extra"
3343,"Diprophos"
3344,"Altacet"
3345,"Altacet"
3346,"Mucofluid"
3347,"Diprophos"
3348,"Mucofluid"
3349,"Apap Extra"
3350,"Acidolac"
3351,"Avamys"
3352,"Tarproxen"
3353,"Tarproxen"
3354,"Buprenorfina"
3355,"Espumisan"
3356,"Otrivin"
3357,"Polopiryna"
3358,"Mucofluid"
3359,"Prostaforce"
3360,"Acidolac"
3361,"Otrivin"
3362,"Avamys"
3363,"Buprenorfina"
3364,"Altacet"
3365,"Aminodral"
3366,"Diprophos"
3367,"Algomed"
3368,"Acatar Zatoki"
3369,"Epiduo"
3370,"Prostaforce"
3371,"Berodual"
3372,"Otrivin"
3373,"Epiduo"
3374,"Aminodral"
3375,"Ecomer"
3376,"Altacet"
3377,"Aprofen"
3378,"DicloDuo"
3379,"DicloDuo"
3380,"Espumisan"
3381,"Tritace"
3382,"Nolicin"
3383,"Otrivin"
3384,"Tritace"
3385,"Otrivin"
3386,"Ecomer"
3387,"Avamys"
3388,"Mucofluid"
3389,"Mucofluid"
3390,"Otrivin"
3391,"Mucofluid"
3392,"Ecomer"
3393,"Nolicin"
3394,"Epiduo"
3395,"Berodual"
3396,"Buderhin"
3397,"Avamys"
3398,"Tarproxen"
3399,"DicloDuo"
3400,"Tarproxen"
3401,"Prostaforce"
3402,"Epiduo"
3403,"Ecomer"
3404,"Polopiryna"
3405,"Diprophos"
3406,"Prostaforce"
3407,"Otrivin"
3408,"Berodual"
3409,"Mucofluid"
3410,"Acatar Zatoki"
3411,"Roswera"
3412,"Acatar Zatoki"
3413,"Epiduo"
3414,"Buprenorfina"
3415,"Mucofluid"
3416,"Epiduo"
3417,"Nolicin"
3418,"Avamys"
3419,"Prostaforce"
3420,"Nolicin"
3421,"Otrivin"
3422,"Roswera"
3423,"Otrivin"
3424,"Aminodral"
3425,"Tritace"
3426,"Acidolac"
3427,"Apap Extra"
3428,"Tarproxen"
3429,"Aminodral"
3430,"DicloDuo"
3431,"Diprophos"
3432,"Diprophos"
3433,"Polopiryna"
3434,"Otrivin"
3435,"Polopiryna"
3436,"Otrivin"
3437,"DicloDuo"
3438,"Algomed"
3439,"Buderhin"
3440,"Polopiryna"
3441,"Acidolac"
3442,"Tritace"
3443,"Tarproxen"
3444,"Tarproxen"
3445,"Aminodral"
3446,"Aminodral"
3447,"Epiduo"
3448,"Nolicin"
3449,"Altacet"
3450,"Ecomer"
3451,"Apap Extra"
3452,"Espumisan"
3453,"Diprophos"
3454,"Roswera"
3455,"Altacet"
3456,"Algomed"
3457,"Tarproxen"
3458,"Berodual"
3459,"Mucofluid"
3460,"Tritace"
3461,"Tarproxen"
3462,"Altacet"
3463,"Tritace"
3464,"Aprofen"
3465,"Tritace"
3466,"Epiduo"
3467,"Tritace"
3468,"Berodual"
3469,"Prostaforce"
3470,"Tarproxen"
3471,"Otrivin"
3472,"Buderhin"
3473,"Apap Extra"
3474,"Mucofluid"
3475,"Altacet"
3476,"Tarproxen"
3477,"Tritace"
3478,"Altacet"
3479,"Avamys"
3480,"Algomed"
3481,"Aprofen"
3482,"Buprenorfina"
3483,"Ecomer"
3484,"Aprofen"
3485,"Tritace"
3486,"Berodual"
3487,"Espumisan"
3488,"Acidolac"
3489,"Diprophos"
3490,"Epiduo"
3491,"Mucofluid"
3492,"Prostaforce"
3493,"Polopiryna"
3494,"Polopiryna"
3495,"Otrivin"
3496,"Berodual"
3497,"Altacet"
3498,"Mucofluid"
3499,"Apap Extra"
3500,"Berodual"
3501,"Prostaforce"
3502,"Berodual"
3503,"Ecomer"
3504,"Otrivin"
3505,"Otrivin"
3506,"Altacet"
3507,"Apap Extra"
3508,"Algomed"
3509,"Nolicin"
3510,"Acatar Zatoki"
3511,"Algomed"
3512,"Tritace"
3513,"DicloDuo"
3514,"Ecomer"
3515,"Ecomer"
3516,"Ecomer"
3517,"Acidolac"
3518,"Apap Extra"
3519,"DicloDuo"
3520,"Roswera"
3521,"Tritace"
3522,"Acidolac"
3523,"DicloDuo"
3524,"Ecomer"
3525,"Mucofluid"
3526,"Ecomer"
3527,"Apap Extra"
3528,"Mucofluid"
3529,"Acatar Zatoki"
3530,"Otrivin"
3531,"Diprophos"
3532,"Apap Extra"
3533,"DicloDuo"
3534,"Otrivin"
3535,"Diprophos"
3536,"Nolicin"
3537,"Acatar Zatoki"
3538,"Diprophos"
3539,"Buprenorfina"
3540,"Prostaforce"
3541,"Otrivin"
3542,"Aprofen"
3543,"Ecomer"
3544,"Avamys"
3545,"Mucofluid"
3546,"Tritace"
3547,"Acatar Zatoki"
3548,"Aprofen"
3549,"Polopiryna"
3550,"Altacet"
3551,"Buderhin"
3552,"Polopiryna"
3553,"Tritace"
3554,"Aminodral"
3555,"Mucofluid"
3556,"Roswera"
3557,"Berodual"
3558,"Buprenorfina"
3559,"DicloDuo"
3560,"Polopiryna"
3561,"Mucofluid"
3562,"Tritace"
3563,"Otrivin"
3564,"Polopiryna"
3565,"Buprenorfina"
3566,"Polopiryna"
3567,"Aminodral"
3568,"Mucofluid"
3569,"Ecomer"
3570,"Espumisan"
3571,"Roswera"
3572,"Prostaforce"
3573,"Algomed"
3574,"Espumisan"
3575,"Aminodral"
3576,"Apap Extra"
3577,"Algomed"
3578,"Roswera"
3579,"Ecomer"
3580,"Buderhin"
3581,"Avamys"
3582,"Nolicin"
3583,"Roswera"
3584,"Apap Extra"
3585,"Polopiryna"
3586,"Algomed"
3587,"DicloDuo"
3588,"Roswera"
3589,"Mucofluid"
3590,"Polopiryna"
3591,"Altacet"
3592,"Algomed"
3593,"Altacet"
3594,"Mucofluid"
3595,"Espumisan"
3596,"Acidolac"
3597,"Espumisan"
3598,"Avamys"
3599,"Berodual"
3600,"Nolicin"
3601,"Nolicin"
3602,"Buprenorfina"
3603,"Acidolac"
3604,"Buderhin"
3605,"Buprenorfina"
3606,"Aprofen"
3607,"Espumisan"
3608,"Aprofen"
3609,"Berodual"
3610,"Otrivin"
3611,"Apap Extra"
3612,"Avamys"
3613,"Altacet"
3614,"Otrivin"
3615,"Roswera"
3616,"Altacet"
3617,"Ecomer"
3618,"Avamys"
3619,"Mucofluid"
3620,"Aminodral"
3621,"Prostaforce"
3622,"Ecomer"
3623,"Buderhin"
3624,"Prostaforce"
3625,"Algomed"
3626,"Epiduo"
3627,"Acidolac"
3628,"Espumisan"
3629,"Avamys"
3630,"Tritace"
3631,"Apap Extra"
3632,"Tritace"
3633,"Nolicin"
3634,"Tarproxen"
3635,"Roswera"
3636,"Roswera"
3637,"Ecomer"
3638,"Tarproxen"
3639,"Espumisan"
3640,"Tritace"
3641,"Nolicin"
3642,"Espumisan"
3643,"Tritace"
3644,"Diprophos"
3645,"Acidolac"
3646,"Tarproxen"
3647,"Acidolac"
3648,"DicloDuo"
3649,"Tritace"
3650,"Diprophos"
3651,"Otrivin"
3652,"Nolicin"
3653,"Espumisan"
3654,"Otrivin"
3655,"Aminodral"
3656,"Tritace"
3657,"Ecomer"
3658,"Espumisan"
3659,"Algomed"
3660,"Otrivin"
3661,"Avamys"
3662,"Ecomer"
3663,"Ecomer"
3664,"Acidolac"
3665,"Avamys"
3666,"Diprophos"
3667,"Diprophos"
3668,"Epiduo"
3669,"Prostaforce"
3670,"Altacet"
3671,"Prostaforce"
3672,"Avamys"
3673,"Polopiryna"
3674,"Ecomer"
3675,"Aminodral"
3676,"Nolicin"
3677,"Diprophos"
3678,"Tritace"
3679,"Aminodral"
3680,"Ecomer"
3681,"Polopiryna"
3682,"Apap Extra"
3683,"Berodual"
3684,"Polopiryna"
3685,"Avamys"
3686,"Aprofen"
3687,"Acidolac"
3688,"Ecomer"
3689,"Mucofluid"
3690,"Acidolac"
1419,"Roswera"
1420,"Espumisan"
1421,"Mucofluid"
1422,"Acidolac"
1423,"Algomed"
1424,"Berodual"
1425,"Polopiryna"
1426,"Aprofen"
1427,"Ecomer"
1428,"Aprofen"
1429,"Berodual"
1430,"Roswera"
1431,"Avamys"
1432,"DicloDuo"
1433,"Acatar Zatoki"
1434,"Altacet"
1435,"Aminodral"
1436,"Diprophos"
1437,"DicloDuo"
1438,"Acatar Zatoki"
